	x	y	gene	sig	fc	cluster
DCUN1D3	-7.484018097	-15.24792128	DCUN1D3	0	0.897979176	19
HES6	-15.2654185	0.946901699	HES6	1	1.0333044	1
IGSF1	-7.204216706	1.952204479	IGSF1	0	-0.822952909	4
PRKAG2	8.076094963	14.24943921	PRKAG2	0	-0.444252905	1
CCDC88A	9.55175513	18.14869012	CCDC88A	0	-0.525496136	1
CCDC136	-1.67803108	8.335538373	CCDC136	0	-0.631148978	9
SNX22	-12.54005282	-0.756933975	SNX22	0	-0.874216622	8
CAMK1	0.968210036	4.225496707	CAMK1	0	-0.962677099	10
TMEM52	-11.98934286	-12.98182371	TMEM52	0	-0.865459954	10
UNG	-6.533237154	-6.271752482	UNG	0	0.594407005	10
CENPF	-17.91526398	-5.718275664	CENPF	1	2.008675143	10
LIMS1	2.567665665	10.50985028	LIMS1	0	0.65912822	3
AXL	-11.9986667	-0.309628033	AXL	1	1.688764528	10
RCC2	-4.702532812	-2.722337265	RCC2	0	0.96132396	2
RFX4	-3.284655413	7.572845452	RFX4	1	1.97349497	5
ATAD2	8.649923458	1.778615371	ATAD2	1	1.437380187	16
TULP4	8.342896385	12.60037582	TULP4	0	-0.348334158	9
TCTN3	0.810305636	-3.196586055	TCTN3	0	0.582208193	9
FLNC	-13.85000037	-12.60541647	FLNC	1	1.280973765	2
GANAB	0.312909137	-3.958410255	GANAB	0	0.547759943	4
OTULIN	-0.185827636	-2.421984373	OTULIN	0	0.845998238	3
VXN	11.4596206	-1.159724477	VXN	1	2.321820109	10
CMTM3	-12.89905806	-5.44337933	CMTM3	1	1.126295559	3
TMEM243	-0.12284784	-2.560540932	TMEM243	0	0.964684677	7
SLC39A1	-2.81633542	-14.12890797	SLC39A1	0	0.725761407	2
FBXO30	-2.20322156	-5.453381752	FBXO30	0	0.716183906	14
GLB1	8.694618186	6.881166832	GLB1	0	0.419343754	6
SPIRE2	3.024183245	2.265828484	SPIRE2	0	-0.697357998	11
SMAD4	5.732843236	2.294212403	SMAD4	0	0.72625213	2
AKAP1	0.912343095	2.229843438	AKAP1	0	-0.492333914	3
MADD	6.378187773	6.098306785	MADD	0	-0.417649854	9
NOTCH3	-13.57162327	-1.235682766	NOTCH3	1	1.873541892	3
SLCO5A1	-0.571153078	9.508405609	SLCO5A1	0	-0.497986277	10
EVI5L	2.365779164	-0.650391124	EVI5L	0	-0.51856835	3
NXT2	-8.49499419	-12.03566363	NXT2	1	1.436866339	6
LINC00622	-7.703961989	-15.6363873	LINC00622	0	-0.73265893	5
BPNT2	6.069207383	-3.036349542	BPNT2	0	0.570131087	2
NTRK2	10.32109885	19.31398581	NTRK2	1	1.44156871	4
LRP5	-10.08719112	-1.349978691	LRP5	0	0.803909769	10
RASGRP2	-6.403691278	0.85245562	RASGRP2	-1	-1.592897225	12
DUSP26	1.858569436	-9.806063947	DUSP26	0	-0.774583968	7
REPIN1	-1.696542082	-9.761981247	REPIN1	0	0.522032743	16
GMDS	11.12507296	15.9283045	GMDS	0	-0.979855691	5
NEUROG3	-12.17506811	-13.71892473	NEUROG3	1	2.220292606	2
SCAF4	6.293277806	2.17177118	SCAF4	0	0.395965199	4
CDKN2B	-11.84937455	-3.250225504	CDKN2B	1	2.613176352	9
ALKBH5	4.77716122	-2.708925938	ALKBH5	0	0.828018366	6
SNAI3-AS1	1.167554637	-1.986204814	SNAI3-AS1	-1	-1.176170984	7
CXCR4	-12.80160401	0.153277011	CXCR4	1	1.219548289	22
SLC25A20	-7.895714956	-6.433879075	SLC25A20	0	0.648452345	5
PRMT5	-3.541514831	-11.9321785	PRMT5	0	0.430804063	6
ATP1B3	12.47561984	11.61454147	ATP1B3	0	-0.467075588	4
NOTCH1	-12.49145212	-0.385124719	NOTCH1	1	1.237564197	10
FBN3	-9.210480329	-0.578091178	FBN3	-1	-1.177088337	20
KCNMA1	10.55408938	18.67911167	KCNMA1	0	-0.799682826	18
CCNB1	-17.77185772	-5.773979263	CCNB1	1	1.65637558	10
DLEU7	3.203518029	9.630796524	DLEU7	-1	-1.514611622	10
VEZF1	-3.26944556	-2.14269927	VEZF1	0	0.596674494	24
NUF2	-17.52998282	-5.612091397	NUF2	1	2.080890021	10
CAMKK2	5.318241262	9.409514968	CAMKK2	0	-0.584585602	3
ATP2B4	5.050146636	13.10744698	ATP2B4	0	0.466921294	17
NSUN7	-10.78662358	2.125406638	NSUN7	1	1.538348354	1
TRIP10	-10.19698137	-12.01408821	TRIP10	0	0.701213728	5
TEAD2	-13.78067023	-4.587106126	TEAD2	1	1.678608416	2
FAAH	1.441542988	-2.254019555	FAAH	0	-0.959147835	1
HSPA5	6.107255674	-6.691999261	HSPA5	0	0.890197333	3
DCHS2	0.282129351	9.973406097	DCHS2	1	1.382567008	7
MCF2L	7.244383216	9.08736219	MCF2L	0	-0.616534469	12
NEK2	-17.5866245	-6.006178614	NEK2	1	2.534981124	2
KIF23	-17.41940194	-6.004716922	KIF23	1	2.429795011	1
SUSD4	8.313754453	13.88590731	SUSD4	0	-0.904456064	10
ZNF883	12.25716137	-0.018685842	ZNF883	-1	-1.314761819	8
KLB	-10.49697934	-1.768878854	KLB	-1	-1.172025563	6
WLS	0.683315742	10.98808938	WLS	1	1.539520454	19
PCLO	11.09114108	18.33534125	PCLO	0	-0.663402075	1
ADAMTS12	-1.181486706	8.572038328	ADAMTS12	1	2.245724219	6
SRPRA	1.418924842	-8.591575925	SRPRA	1	1.056172298	9
CADPS	11.0985121	18.56132531	CADPS	0	-0.728188478	5
DEPDC1	-17.48109203	-5.947833068	DEPDC1	1	2.126350886	19
GDAP1	10.59614622	17.2475037	GDAP1	0	-0.438903895	18
DNM2	6.129455993	7.237104539	DNM2	0	0.371331026	4
LINC01963	-5.248042909	-12.89153239	LINC01963	0	-0.898115895	2
SMARCD3	3.101767236	4.348134177	SMARCD3	0	-0.750843561	9
MAP1B	10.14125985	18.35531445	MAP1B	0	-0.502280323	1
LFNG	-13.12642243	-2.749181646	LFNG	1	1.781259026	4
FBXO41	4.656075743	3.744700223	FBXO41	0	-0.874356024	2
FAM241A	0.847156358	4.329657267	FAM241A	-1	-1.033359119	3
DAPK1	7.92169875	17.99585393	DAPK1	0	-0.441575138	4
SLC41A1	-12.6822359	-2.629885028	SLC41A1	0	0.554990349	9
NSG1	-2.838385497	3.872424179	NSG1	0	-0.774919077	14
DNM3	9.681041054	18.35905481	DNM3	0	-0.64430854	5
ITGB1	0.141521547	8.277083404	ITGB1	0	0.884473406	10
TMEM38B	0.525540263	1.682952774	TMEM38B	1	1.325550566	17
C2CD4C	-10.48081984	-5.146283129	C2CD4C	0	-0.637780164	3
ITPA	0.20165949	-11.64308593	ITPA	0	-0.808474336	5
ELOA	-0.724445716	-10.68146378	ELOA	0	0.589295193	18
GNAO1	8.733302099	16.87190903	GNAO1	0	-0.488526297	5
CEP55	-17.31651336	-6.177592033	CEP55	1	2.435658053	9
NCAPD2	-6.981419153	-5.801683195	NCAPD2	0	0.845392452	5
PWP2	-14.05584549	-10.60539293	PWP2	-1	-2.621067187	7
FAM83D	-16.2683077	-6.571877814	FAM83D	1	2.087450509	2
COPG1	-0.117106453	-7.017386351	COPG1	0	0.512307379	3
PDE2A	5.407498963	8.679239408	PDE2A	-1	-1.048457395	2
ALK	15.58444881	16.20459761	ALK	-1	-1.223391034	14
UBE2E2	9.6529282	17.6856992	UBE2E2	0	-0.54713172	4
NEDD4L	9.185630688	18.70786614	NEDD4L	0	-0.490981359	5
KLF4	-14.98031499	-1.025344087	KLF4	1	2.002045702	4
NCAPH2	-3.740368797	-9.417590235	NCAPH2	0	-0.467817062	4
GMPS	8.503504002	3.334330878	GMPS	0	0.726546431	14
AFF2	14.67391304	16.55733427	AFF2	-1	-1.14033221	3
SNX1	6.532742889	9.585468732	SNX1	0	0.528496178	10
EXOC6B	9.771175371	17.80223828	EXOC6B	0	-0.352565041	6
CPD	7.66262637	11.40896469	CPD	0	0.659613809	10
PTPN5	6.333663386	10.63577195	PTPN5	0	-0.986513388	1
SLC4A3	3.739172508	-4.236935935	SLC4A3	0	-0.939900993	17
PLK1	-17.47025919	-5.977976981	PLK1	1	1.017513699	20
STAC	-0.057631966	9.800116109	STAC	-1	-1.529839357	4
NUSAP1	-17.75058478	-5.711481749	NUSAP1	1	2.051028457	10
TRIM59	-6.261950023	8.453260576	TRIM59	1	2.018489757	4
ARHGEF25	-7.760487499	-16.83732221	ARHGEF25	0	-0.464395917	2
GALM	-6.378364718	-1.494494001	GALM	1	1.083648404	6
NFASC	8.4340115	16.35873499	NFASC	0	-0.449875872	5
CAPG	-15.50036034	-2.925488375	CAPG	1	2.278435816	1
UBAC2	9.176978993	13.087314	UBAC2	0	0.460673294	3
SH3KBP1	8.116418635	14.58620827	SH3KBP1	0	-0.631964942	5
ZNRF1	8.412115341	8.813143651	ZNRF1	0	-0.458395948	6
CHEK1	-16.41450908	-5.11096478	CHEK1	1	1.2556194	11
ZNF783	-1.463514735	0.54580915	ZNF783	0	-0.399210396	7
EPHB4	-12.51277416	-8.381341536	EPHB4	1	1.484418567	4
SCAMP5	13.75392161	6.080192873	SCAMP5	0	-0.398390933	2
ENO4	-1.933771199	4.792794513	ENO4	0	-0.918514035	2
SNAPC1	3.507689395	-0.909195175	SNAPC1	0	0.844335414	2
ARF4	7.889561786	-2.349984773	ARF4	1	1.289531937	4
CCDC138	9.504753787	9.26913119	CCDC138	0	0.920094299	9
MSN	-12.54518577	1.816224838	MSN	0	0.762163586	1
KCNJ8	-13.1679802	-0.617648867	KCNJ8	1	1.586474114	9
POLR2C	0.612504884	-10.6383165	POLR2C	0	0.918239017	1
MCM5	-15.59878162	-5.325454169	MCM5	1	1.217700468	4
NUP37	-2.283542097	-4.002282079	NUP37	0	0.959749992	6
ZNF540	10.83829513	6.054571606	ZNF540	0	-0.59836835	15
SH3BP2	-12.73748514	-3.32648709	SH3BP2	0	-0.641681405	9
AARD	-9.285762384	-0.882981641	AARD	-1	-1.478155847	19
APOBEC3F	-11.34837489	-9.519666983	APOBEC3F	1	1.989842332	5
POU3F2	-10.91759843	2.860089992	POU3F2	1	1.049980229	4
SNCA	7.624635358	17.50156025	SNCA	-1	-1.569289682	5
CTSS	0.953618891	-3.583377096	CTSS	-1	-1.41959939	7
SPINDOC	-4.693032499	-7.196494642	SPINDOC	0	0.384365795	3
PRXL2C	-7.918230618	-9.245564072	PRXL2C	1	1.276877132	3
TRIM67	-7.945753674	2.035959138	TRIM67	0	-0.925253635	17
CYGB	-10.35803496	0.779947607	CYGB	0	-0.649006703	2
FMNL1	-1.725313598	-8.547829348	FMNL1	0	-0.95131908	10
AGPAT2	-12.45212323	-5.580637893	AGPAT2	0	0.912001537	9
OBSCN-AS1	-8.128343629	-1.95400231	OBSCN-AS1	-1	-1.002020476	10
TRAPPC14	-4.328972573	-10.27972978	TRAPPC14	0	-0.586242929	16
DIRAS1	5.356083647	-4.707916105	DIRAS1	0	-0.73719647	4
SPRY4	-11.77141357	0.53995077	SPRY4	0	-0.957445066	5
EFNA1	-14.05340517	-1.905652253	EFNA1	0	0.983056037	17
FCHO1	1.556292591	0.826639277	FCHO1	0	-0.517428633	16
HSPG2	-13.45727713	-1.560248961	HSPG2	1	1.441453303	4
JAM3	6.687102276	14.97527845	JAM3	0	0.774945961	13
MYO5A	9.905904334	17.3277283	MYO5A	0	-0.657082557	14
CCNB1IP1	3.574361563	-6.914814145	CCNB1IP1	0	0.811759937	5
NKAIN2	9.664159337	19.01730604	NKAIN2	-1	-1.992590733	5
NICN1	-7.653256178	-11.21036213	NICN1	0	-0.501389759	11
JHY	1.529110742	4.984662906	JHY	0	-0.981055869	17
SELENOS	3.66996826	-9.523560823	SELENOS	0	0.604320163	1
TMEM231	-7.336087672	-16.97081715	TMEM231	0	0.658684161	6
CBFB	-3.869117094	7.729715553	CBFB	0	0.785224223	9
TOP2A	-17.86597333	-5.762531483	TOP2A	1	2.683759626	6
RTF2	3.868595197	-1.790415759	RTF2	0	0.371152386	3
VPS8	10.20186241	14.37118096	VPS8	0	-0.389902888	21
HAUS3	-7.060449144	-16.38593813	HAUS3	0	0.852429826	5
HADHB	1.041236494	5.564316165	HADHB	0	0.649003755	19
PCCB	5.896240047	3.10109912	PCCB	0	0.734474605	17
TET1	-1.129562891	4.776475098	TET1	0	0.85445681	3
SLC4A11	-10.96433948	-1.890287666	SLC4A11	-1	-1.078306763	11
DDX25	4.488647075	-0.204550473	DDX25	0	-0.707707286	19
SHTN1	7.553454654	16.1592205	SHTN1	0	-0.737608358	14
CHRAC1	-6.999461232	-12.19159922	CHRAC1	0	0.499615469	4
MGAT1	-4.014966006	-6.200469077	MGAT1	0	0.394243892	4
FAIM2	13.76781789	5.2984603	FAIM2	0	-0.428458069	19
SAMD4B	4.934100785	5.480168222	SAMD4B	0	0.579837183	2
RASL10A	10.86838308	-0.903025442	RASL10A	-1	-1.31457809	2
CLUL1	-5.814872057	-4.028797563	CLUL1	-1	-1.044327041	5
INCENP	-6.000091648	-5.75837535	INCENP	0	0.82931407	2
FAM184B	2.362631958	8.398423171	FAM184B	0	-0.630290608	17
PTCH1	0.912940211	6.608404741	PTCH1	1	1.2002157	14
FBXO21	10.73568769	7.530283381	FBXO21	0	0.321814014	9
FGF12	11.02385315	19.02458381	FGF12	-1	-1.003168448	2
FANCG	-10.57746225	-11.43708147	FANCG	0	-0.539283183	1
KIT	-3.8876199	6.530904587	KIT	-1	-1.501961214	1
DUBR	7.204335753	14.58925461	DUBR	0	-0.814954807	6
ACSS1	-8.102850085	5.125000063	ACSS1	1	2.70439637	11
ASIC1	-8.605699996	1.493969781	ASIC1	0	-0.479511403	17
GOSR1	9.27133424	6.711389511	GOSR1	0	0.802830638	4
DEDD	-6.872399629	-8.814117072	DEDD	0	-0.292476871	6
LAMB2	-13.58980304	-2.643967848	LAMB2	1	1.474509713	3
LYSMD3	-0.912417954	-5.930887472	LYSMD3	0	0.906654284	10
UBASH3B	16.22795941	15.47988075	UBASH3B	0	-0.704359825	10
CASP7	-11.74184313	-1.946157012	CASP7	1	2.708236423	1
AR	-1.339096054	7.666282579	AR	1	2.012353029	3
DPYSL2	9.515274301	17.71448536	DPYSL2	0	-0.386700194	3
MAPK11	-2.314851088	-8.073440286	MAPK11	0	-0.699998306	9
RBM38	-7.688153673	-12.25875256	RBM38	0	0.930570017	3
PPP2R2B	9.819162388	18.82142963	PPP2R2B	0	-0.670723922	14
NCOA7	8.125301689	16.03469615	NCOA7	0	-0.730357687	14
TSPAN6	-14.9379081	-2.826793995	TSPAN6	0	0.602604028	17
IGSF11	6.475969357	16.32038009	IGSF11	1	1.627881855	4
SV2A	13.73184856	5.575947787	SV2A	0	-0.473095139	10
JMJD7	-10.28133882	-8.801176978	JMJD7	0	-0.559334297	3
DCLK1	10.99618969	19.04089369	DCLK1	0	-0.639406544	15
CDK1	-17.76556927	-5.674196865	CDK1	1	2.116665647	5
IRX1	-10.65497411	1.02014232	IRX1	1	1.061775249	2
SLC27A2	-6.210537696	-1.348306689	SLC27A2	-1	-1.273742257	3
XBP1	-1.270854917	-10.54887721	XBP1	0	0.713781352	4
PARD3	16.28545627	13.40206113	PARD3	0	0.414518461	17
KCNA6	2.421883937	8.762495514	KCNA6	0	-0.72336141	4
CDK2	-14.76205244	-5.566023777	CDK2	1	1.214509201	9
RFX2	-9.160020173	5.658589297	RFX2	1	1.191958501	13
TP53INP2	-9.808568083	-3.879996941	TP53INP2	0	-0.512549966	14
TRAM1	5.771746555	0.705223318	TRAM1	1	1.348861605	5
SYT13	3.564672974	5.701108611	SYT13	0	-0.783530711	6
ZNF488	-12.90574449	-2.244924386	ZNF488	-1	-1.681261354	10
FAM234B	3.131282206	3.894232236	FAM234B	0	-0.48645256	14
PRKD3	3.058546888	-3.304006004	PRKD3	0	0.850111651	10
SH3GLB2	4.912654453	-4.598808672	SH3GLB2	0	-0.547804835	3
SCAMP2	-4.874119212	-4.391253185	SCAMP2	0	0.641432232	5
RILPL2	-2.989194063	-1.346901716	RILPL2	1	1.385013202	2
SSH2	9.490541533	17.21333655	SSH2	0	-0.390768104	4
COPB1	9.135441717	3.495205903	COPB1	0	0.716787141	2
WDR45B	3.190183346	1.315299497	WDR45B	0	0.533043386	1
AHNAK2	0.846284566	-6.447878458	AHNAK2	-1	-1.004169606	16
CAMK2A	6.629642225	12.96710189	CAMK2A	0	-0.675627852	5
NES	-13.51924115	-1.959566844	NES	0	0.996978686	10
PPARA	-7.781659627	4.249105361	PPARA	0	0.791682761	2
EPHX2	-6.344989415	2.437198481	EPHX2	0	0.929894258	1
BTG1	5.113162494	-6.877245628	BTG1	0	0.496101315	9
STX1B	11.19363856	1.248468187	STX1B	0	-0.73891751	5
PDGFRB	-8.416608366	4.275599429	PDGFRB	1	1.287056873	19
RBM15	-6.259912696	-7.470190447	RBM15	0	0.588253896	13
RPS6KL1	9.319810018	0.089454453	RPS6KL1	0	-0.430451245	19
PLPP5	-6.339001481	-1.572304802	PLPP5	0	0.619871713	3
SPTBN4	12.00863703	16.81892046	SPTBN4	0	-0.724190819	9
SELENBP1	-14.15001946	-2.967487406	SELENBP1	1	1.78704703	18
KIF20A	-17.45658315	-6.152839244	KIF20A	1	2.605754906	4
GNG2	14.5185672	12.61973499	GNG2	0	-0.711333908	5
AURKA	-17.50265055	-5.85575611	AURKA	1	1.458060042	3
PODXL2	-1.658332454	11.56567319	PODXL2	0	-0.711452683	2
CRKL	3.744039926	-0.914432243	CRKL	0	0.589257997	9
KIF24	-6.241831785	-2.643279552	KIF24	1	1.447813124	5
KLHL21	-1.210109861	-7.084020058	KLHL21	0	0.492887168	19
PLCB1	10.80307403	19.03566342	PLCB1	-1	-1.181655305	9
LRR1	-16.42201355	-5.189574549	LRR1	0	0.683249223	3
SIX4	-12.0021675	-12.2344008	SIX4	1	1.190829769	1
FOXJ1	-13.64099454	-2.264035788	FOXJ1	1	2.939781854	8
APC2	3.377476503	4.061172715	APC2	0	-0.601661064	10
DOCK10	16.03195099	15.43542092	DOCK10	-1	-1.255920975	19
SOX2	-11.64872819	3.094317796	SOX2	1	1.324893115	16
CAMK2B	12.66436924	15.92448738	CAMK2B	-1	-1.156159002	10
INA	-2.834080077	3.893624455	INA	0	-0.685065637	4
GNB5	8.272605518	12.51385508	GNB5	0	-0.443688367	11
ILDR2	1.559338654	10.18098366	ILDR2	1	1.87055195	16
ABCB8	6.913475014	-0.373303687	ABCB8	0	-0.529847812	19
ZNF354C	-6.251211716	-6.387656105	ZNF354C	0	-0.597421321	5
AQR	10.25686194	7.621233323	AQR	0	0.791016068	1
POC1B	4.710072126	5.612207684	POC1B	0	0.639499243	8
ARRB2	2.430059745	-6.247306572	ARRB2	0	-0.305995244	10
CDHR2	-9.30493468	-7.266752185	CDHR2	0	-0.663031081	1
BEAN1	-6.543245963	0.119827707	BEAN1	0	-0.804834932	3
CDCA2	-17.38664696	-5.920313638	CDCA2	1	1.897034929	2
MEIS1	15.57077386	13.20544771	MEIS1	0	-0.819708389	3
MDGA1	-8.441139858	0.65499266	MDGA1	0	-0.779357186	3
CHD7	16.16991838	10.26538153	CHD7	0	0.738944844	9
SLC2A1	-14.27184801	-1.138330414	SLC2A1	1	1.409861891	19
ASF1B	-16.34350225	-5.369810971	ASF1B	1	2.265288199	4
PANX2	3.382774967	-6.38178753	PANX2	0	-0.474084613	4
CDC42EP4	-13.09577427	-0.061418421	CDC42EP4	0	0.530655916	11
MAP7D3	-9.012826864	-6.529171638	MAP7D3	1	1.274953025	4
WNT5A	-8.931213566	1.901194708	WNT5A	1	1.401035957	19
MMAA	-5.839591252	-7.319297589	MMAA	0	-0.686841549	3
GPR107	7.21064044	5.228679361	GPR107	0	0.304820675	19
PDE6D	2.725728352	-0.01895238	PDE6D	0	-0.396071041	1
MIR600HG	-7.66325217	-15.22088466	MIR600HG	0	-0.643265558	3
RRAGD	4.301472538	0.82610583	RRAGD	0	0.66226189	10
CELF4	11.7393718	18.04845232	CELF4	0	-0.798766599	11
TM9SF3	10.87890673	6.977228189	TM9SF3	0	0.491266805	4
KIF2C	-17.28909392	-5.971787345	KIF2C	1	2.153322435	5
TANC2	10.1051033	17.9181753	TANC2	0	-0.37235918	10
BCAT1	1.70002359	11.41435049	BCAT1	0	0.575226887	5
CBLN1	-9.846383654	2.257350251	CBLN1	-1	-2.613162421	5
NEGR1	10.18759869	18.82324606	NEGR1	-1	-1.35124663	4
AHCYL1	13.86138063	9.145159637	AHCYL1	0	0.480125096	15
EBF1	15.67381403	13.64885391	EBF1	-1	-1.202799992	1
POGLUT2	-6.311691105	-7.526887105	POGLUT2	0	0.763447031	12
UNC80	11.40992694	17.80797241	UNC80	0	-0.531417376	3
CDCA8	-17.4414082	-5.977706586	CDCA8	1	1.589808565	9
MCL1	-15.07945187	-0.589835893	MCL1	0	0.53403393	10
ZFP69	-8.310029216	-7.824433497	ZFP69	0	-0.711785753	24
GSTA4	12.2407621	8.496188305	GSTA4	0	-0.438624923	1
GOLT1B	12.07901316	7.155532264	GOLT1B	1	1.026773569	10
RANBP17	5.889989225	17.81698231	RANBP17	0	-0.674093624	18
CDC42EP2	-7.688381251	-13.27009476	CDC42EP2	0	-0.793316586	1
AIF1L	-12.92493172	-1.622721589	AIF1L	1	1.08616536	10
CREB5	-4.849099343	9.307583474	CREB5	1	1.016238529	18
SYNE1	10.68795271	18.50706804	SYNE1	0	-0.396213107	7
DOCK9	8.043378308	16.57146541	DOCK9	-1	-1.117054068	2
H1-2	-17.67207998	-5.101761036	H1-2	1	1.92216941	2
NUFIP2	9.789159364	6.934573454	NUFIP2	0	0.923046122	9
CAPN14	-5.608386022	-5.136947319	CAPN14	-1	-1.214426753	3
RAD51AP1	-16.89844969	-5.159734937	RAD51AP1	1	1.69428749	2
KRT8	-10.68126606	-0.574031283	KRT8	1	4.719411268	9
CES2	-7.011145048	-15.90838059	CES2	0	-0.395810774	9
CHST14	-10.49545846	-12.35430699	CHST14	1	1.143766324	16
TBKBP1	-3.686469153	-8.822799248	TBKBP1	0	-0.479077691	4
KIRREL3	9.806857421	19.542392	KIRREL3	-1	-1.026998195	5
FCGRT	-13.67965541	-0.879287173	FCGRT	1	1.069500975	3
TLDC2	-11.0729438	-8.544997008	TLDC2	0	-0.824865787	2
DBF4	-2.899781839	-1.65833751	DBF4	0	0.913147489	8
SPTY2D1	-1.791715248	-4.983654766	SPTY2D1	1	1.452897292	9
TTK	-17.49097434	-5.996965676	TTK	1	1.627379223	2
PRKG1	11.45479711	19.98559177	PRKG1	-1	-2.068995583	9
KLHDC8B	-10.83032361	-5.371413411	KLHDC8B	0	0.658295723	13
MACROD2	10.39602792	18.74388845	MACROD2	0	-0.971244659	5
FAM98C	-4.113668449	-6.072305732	FAM98C	0	-0.686288022	5
HJURP	-17.45884644	-5.926262365	HJURP	1	2.28226429	1
BGN	-13.41482255	-0.720659931	BGN	1	2.350010073	5
TUSC1	-4.815968722	-13.6979524	TUSC1	1	1.241961658	2
FBXO44	10.74251898	0.274752912	FBXO44	-1	-1.039107541	7
RHCE	-15.68982061	-6.66847279	RHCE	1	1.436927834	7
HOXD8	-13.0670348	-6.715531772	HOXD8	1	4.742054292	6
CNOT1	7.718242802	3.893368586	CNOT1	0	0.480101177	5
GOLIM4	-1.093060084	9.284719735	GOLIM4	1	1.238983441	10
NEDD1	-5.782884871	-2.381596238	NEDD1	0	0.989082337	9
IRGQ	-6.664734526	-16.36489581	IRGQ	0	-0.407707239	17
STMN2	11.4456015	-5.833350371	STMN2	0	-0.557386631	16
GALNT17	11.63460628	18.83998331	GALNT17	0	-0.929346618	2
GTF3C3	5.970012533	0.666710384	GTF3C3	0	0.628322575	10
PIP5KL1	-10.75760272	-11.4651777	PIP5KL1	0	-0.777190851	1
ST6GAL2	3.744126163	11.72815637	ST6GAL2	-1	-1.179331736	2
SORCS1	11.50152339	19.74854504	SORCS1	0	-0.56723519	2
DNALI1	-12.49805805	-3.259092116	DNALI1	0	0.504038152	10
PRC1	-17.69200779	-5.740401314	PRC1	1	1.027086044	2
CERS5	8.358750558	8.828850751	CERS5	0	-0.678147984	26
FBXO8	-2.058024117	-4.084160727	FBXO8	0	0.707615512	5
MRAS	4.260300072	5.439144784	MRAS	0	-0.575369017	5
JAG2	-2.47810512	-8.104958806	JAG2	-1	-1.004333472	3
AP3B1	8.579456706	9.872405124	AP3B1	0	0.731723517	12
MFSD13A	-5.337217791	-3.667498237	MFSD13A	0	-0.513586281	2
SMAP2	9.902082744	10.21453915	SMAP2	0	-0.432827363	3
RUSC2	8.384149908	8.036123881	RUSC2	0	-0.337054918	18
PEX12	-6.895691089	-13.14424167	PEX12	0	0.689674285	9
GPRC5B	-6.750762497	8.19100842	GPRC5B	0	0.689255274	10
CHRNA1	-10.09179404	-1.020059325	CHRNA1	1	3.123929268	18
TMEM229B	-3.829701239	-0.641975715	TMEM229B	-1	-1.155003318	3
MRPS30	6.26920098	-0.970143713	MRPS30	0	0.704173635	20
RIMS2	11.11548864	18.80607823	RIMS2	0	-0.667568412	17
TUBA8	-5.414998315	-0.653211015	TUBA8	-1	-1.009503275	6
OTUD1	-5.604448679	-13.35825493	OTUD1	0	0.629628718	25
SNPH	3.006612183	2.894511315	SNPH	0	-0.62742964	17
MAP3K20	-0.023412128	8.807409493	MAP3K20	1	1.089661232	2
LRRFIP1	9.417546071	14.89045226	LRRFIP1	0	-0.318505847	10
CHD5	6.695030073	9.985116216	CHD5	-1	-1.560843452	16
EGFL6	-9.757909835	1.676986461	EGFL6	-1	-2.030710447	9
ADCY5	2.607583719	12.80317612	ADCY5	0	-0.390597232	7
HNRNPUL1	2.170289259	-0.337551507	HNRNPUL1	0	0.550683018	21
GGN	-9.528869462	-12.66072666	GGN	0	-0.809774179	5
TVP23B	-2.813263348	-5.57836783	TVP23B	0	0.741695973	2
TTC28	9.631571946	18.07524547	TTC28	0	-0.432870431	3
ABLIM1	10.27223105	20.04552617	ABLIM1	0	-0.75387917	10
MAPKAPK2	-5.98550904	2.232683167	MAPKAPK2	0	0.699653636	10
GRM8	2.646639351	12.06443053	GRM8	-1	-1.609348313	4
SCLT1	10.66102312	13.87562593	SCLT1	0	-0.552578895	17
FIBCD1	-9.471404793	0.623670002	FIBCD1	-1	-1.492015812	17
SLC25A34	-5.462852625	-9.009383165	SLC25A34	0	-0.863580956	6
XPNPEP3	4.190484445	2.110766039	XPNPEP3	0	0.887898229	17
SLC30A1	-5.016658755	-12.97604807	SLC30A1	1	1.266045787	17
GRN	-2.45246064	-12.24399801	GRN	0	0.627634544	17
PLAAT3	-6.253441597	8.358265602	PLAAT3	1	1.05551778	18
ADIPOR1	0.188859514	-7.389184338	ADIPOR1	0	0.702256615	2
GRB14	1.978655409	7.93945627	GRB14	-1	-1.903293695	4
SPECC1	7.258647354	14.06860636	SPECC1	0	0.836622429	9
QPRT	-9.157272285	-0.818047891	QPRT	0	0.701854411	15
GLRX5	5.347326424	-8.888337687	GLRX5	0	0.722943701	17
ZNF687	-6.920235919	-12.64258824	ZNF687	0	0.525131698	5
TNS2	-12.33742225	-0.701261148	TNS2	-1	-1.228546404	10
EVL	11.39124246	16.24872689	EVL	0	-0.528736913	3
SNHG16	-5.457305493	-11.48320359	SNHG16	0	0.713006703	2
NIT2	1.710183601	-3.253101402	NIT2	0	-0.933147819	6
ATPSCKMT	8.020136913	2.75220971	ATPSCKMT	0	-0.813629344	5
RTCB	6.569733627	-1.456300572	RTCB	0	0.410732956	10
SLC9B1	-4.486501834	-1.43380857	SLC9B1	0	-0.996731335	2
H2BC5	-9.491600726	-4.714207146	H2BC5	1	1.397121111	2
HPCA	0.607426029	4.70284597	HPCA	0	-0.788171489	10
CAMTA1	10.08972053	18.14691772	CAMTA1	0	-0.443567947	4
